189.5771,21.70,6.34,21.33,35.90,11.75,7.23,24.15
120.8736,18.16,5.98,16.80,34.50,8.11,7.29,26.39
259.9964,17.20,4.45,17.53,22.60,11.20,4.58,11.40
380.2266,20.98,6.70,21.85,34.92,11.85,7.73,23.07
580.9888,21.26,7.44,19.63,38.50,11.19,8.55,27.31
713.7415,19.87,5.41,21.47,36.79,11.45,6.77,25.34
870.1682,19.04,5.58,19.19,31.34,11.25,6.25,20.09
1022.641,18.52,4.97,16.94,31.43,11.50,5.62,19.93
1154.413,20.40,9.41,13.18,54.69,11.55,12.20,43.14
120.0541,18.71,6.88,18.40,29.07,6.59,7.36,22.48
121.0175,29.01,8.95,29.01,37.95,20.06,8.95,17.89
121.5289,29.01,8.95,29.01,37.95,20.06,8.95,17.89
121.992,20.06,0.00,20.06,20.06,20.06,0.00,0.00
122.44,20.06,0.00,20.06,20.06,20.06,0.00,0.00
123.0037,20.06,0.00,20.06,20.06,20.06,0.00,0.00
123.4597,20.06,0.00,20.06,20.06,20.06,0.00,0.00
123.8845,20.06,0.00,20.06,20.06,20.06,0.00,0.00
124.2683,20.06,0.00,20.06,20.06,20.06,0.00,0.00
124.7482,20.06,0.00,20.06,20.06,20.06,0.00,0.00
125.2472,20.06,0.00,20.06,20.06,20.06,0.00,0.00
125.6973,20.06,0.00,20.06,20.06,20.06,0.00,0.00
126.1311,20.06,0.00,20.06,20.06,20.06,0.00,0.00
126.5746,20.06,0.00,20.06,20.06,20.06,0.00,0.00
127.0917,20.06,0.00,20.06,20.06,20.06,0.00,0.00
127.5604,20.06,0.00,20.06,20.06,20.06,0.00,0.00
128.0088,20.06,0.00,20.06,20.06,20.06,0.00,0.00
128.4349,20.06,0.00,20.06,20.06,20.06,0.00,0.00
128.8653,20.06,0.00,20.06,20.06,20.06,0.00,0.00
129.3816,20.06,0.00,20.06,20.06,20.06,0.00,0.00
129.7973,20.06,0.00,20.06,20.06,20.06,0.00,0.00
130.2217,20.06,0.00,20.06,20.06,20.06,0.00,0.00
130.7421,20.06,0.00,20.06,20.06,20.06,0.00,0.00
131.1842,20.06,0.00,20.06,20.06,20.06,0.00,0.00
131.7125,20.06,0.00,20.06,20.06,20.06,0.00,0.00
132.1756,20.06,0.00,20.06,20.06,20.06,0.00,0.00
132.6121,20.06,0.00,20.06,20.06,20.06,0.00,0.00
133.0628,20.06,0.00,20.06,20.06,20.06,0.00,0.00
133.4892,20.06,0.00,20.06,20.06,20.06,0.00,0.00
